Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1892-03,-0.48899722,-0.805351,-0.17264345
1892-04,-0.49386397,-0.75685114,-0.23087679
1892-05,-0.42301428,-0.61024016,-0.23578843
1892-06,-0.42996278,-0.6274938,-0.23243177
1892-07,-0.5140366,-0.71465564,-0.31341758
1892-08,-0.44656497,-0.6611005,-0.23202944
1892-09,-0.3601815,-0.55373764,-0.16662541
1892-10,-0.46133575,-0.6684385,-0.254233
1892-11,-0.6415121,-0.93826413,-0.3447601
1892-12,-0.80957204,-1.1212302,-0.49791384
1893-01,-0.9926766,-1.2596598,-0.72569346
1893-02,-0.7482001,-1.0773593,-0.4190409
1893-03,-0.40080437,-0.72510403,-0.07650474
1893-04,-0.56403935,-0.817023,-0.31105572
1893-05,-0.5903412,-0.7933365,-0.38734588
1893-06,-0.4755947,-0.68410105,-0.26708832
1893-07,-0.2727333,-0.45961502,-0.0858516
1893-08,-0.31106588,-0.5104423,-0.11168944
1893-09,-0.44174102,-0.6271661,-0.25631598
1893-10,-0.2871772,-0.4816722,-0.09268224
1893-11,-0.4401577,-0.71241176,-0.16790366
1893-12,-0.36560503,-0.6593748,-0.0718353
1894-01,-0.5023129,-0.78646237,-0.2181634
1894-02,-0.39543357,-0.7247945,-0.06607269
1894-03,-0.38633597,-0.71197194,-0.06070002
1894-04,-0.41305423,-0.6591006,-0.16700788
1894-05,-0.46895093,-0.66773665,-0.2701652
1894-06,-0.52961946,-0.734763,-0.3244759
1894-07,-0.34472382,-0.5243722,-0.16507539
1894-08,-0.3374324,-0.55667984,-0.11818496
1894-09,-0.44943017,-0.6313767,-0.26748362
1894-10,-0.47331858,-0.67807823,-0.2685589
1894-11,-0.43916264,-0.7048829,-0.17344235
1894-12,-0.4315168,-0.7109965,-0.15203707
1895-01,-0.54059744,-0.7920306,-0.2891643
1895-02,-0.7030438,-1.0238096,-0.382278
1895-03,-0.5340802,-0.8727565,-0.19540396
1895-04,-0.4352532,-0.69688,-0.17362638
1895-05,-0.44856375,-0.63417494,-0.26295257
1895-06,-0.3646706,-0.5635537,-0.16578753
1895-07,-0.3618707,-0.5559051,-0.16783634
1895-08,-0.3055781,-0.5110251,-0.1001312
1895-09,-0.29583186,-0.47865528,-0.11300843
1895-10,-0.35223305,-0.5405322,-0.16393393
1895-11,-0.29075822,-0.55891514,-0.022601321
1895-12,-0.34154567,-0.6307971,-0.052294265
1896-01,-0.24855942,-0.51589483,0.01877601
1896-02,-0.25203615,-0.5613003,0.057227973
1896-03,-0.43011287,-0.7619525,-0.0982732
1896-04,-0.377655,-0.62587357,-0.12943645
1896-05,-0.24371038,-0.42570403,-0.061716743
1896-06,-0.14218776,-0.33811292,0.0537374
1896-07,-0.14572735,-0.33076477,0.039310057
1896-08,-0.093221806,-0.29746476,0.11102115
1896-09,-0.13607998,-0.33618772,0.06402778
1896-10,-0.15737334,-0.33633515,0.021588486
1896-11,-0.31848222,-0.59504133,-0.041923102
1896-12,-0.04662327,-0.33779117,0.24454464
1897-01,-0.227587,-0.5012285,0.04605455
1897-02,-0.1749004,-0.49749544,0.14769463
1897-03,-0.30359995,-0.63533884,0.028138911
1897-04,-0.098161496,-0.35511532,0.15879233
1897-05,-0.06552168,-0.25599685,0.1249535
1897-06,-0.17780836,-0.3784444,0.022827696
1897-07,-0.19053765,-0.37681705,-0.0042582564
1897-08,-0.18022743,-0.39532775,0.034872897
1897-09,-0.1773665,-0.36425543,0.009522422
1897-10,-0.2827258,-0.47248736,-0.09296426
1897-11,-0.46764663,-0.7412521,-0.19404112
1897-12,-0.49700582,-0.7977296,-0.196282
1898-01,-0.14050189,-0.39399642,0.11299266
1898-02,-0.4255888,-0.73103726,-0.12014035
1898-03,-0.7721862,-1.0595801,-0.48479238
1898-04,-0.60814655,-0.8635191,-0.35277405
1898-05,-0.48362932,-0.6702169,-0.29704165
1898-06,-0.3358172,-0.52455515,-0.14707923
1898-07,-0.40328377,-0.5924252,-0.2141423
1898-08,-0.32561654,-0.5292348,-0.121998236
1898-09,-0.35864845,-0.5412708,-0.17602609
1898-10,-0.591636,-0.7812924,-0.4019796
1898-11,-0.48277158,-0.7386809,-0.22686225
1898-12,-0.39503074,-0.6775223,-0.11253915
1899-01,-0.23656282,-0.47928223,0.0061565726
1899-02,-0.5243913,-0.82275367,-0.22602892
1899-03,-0.60411155,-0.9046141,-0.30360892
1899-04,-0.38656494,-0.62863916,-0.14449072
1899-05,-0.34928352,-0.53512615,-0.16344087
1899-06,-0.43308663,-0.6264736,-0.23969965
1899-07,-0.30838856,-0.5051432,-0.111633874
1899-08,-0.19053528,-0.39792374,0.016853184
1899-09,-0.15900789,-0.3431632,0.025147405
1899-10,-0.18844426,-0.37122476,-0.0056637586
1899-11,-0.031516783,-0.2885912,0.22555763
1899-12,-0.4977058,-0.76650107,-0.22891046
1900-01,-0.3337234,-0.6027753,-0.06467147
1900-02,-0.22739522,-0.5291685,0.07437807
1900-03,-0.3271785,-0.63634574,-0.018011289
1900-04,-0.29355264,-0.55586356,-0.031241728
1900-05,-0.32727548,-0.520498,-0.13405299
1900-06,-0.21954556,-0.43210733,-0.006983806
1900-07,-0.22654656,-0.41907635,-0.03401675
1900-08,-0.2157933,-0.422578,-0.009008587
1900-09,-0.24062464,-0.42217782,-0.059071466
1900-10,-0.08815797,-0.2834225,0.10710656
1900-11,-0.28678235,-0.5634662,-0.010098559
1900-12,-0.09317112,-0.36800992,0.18166769
1901-01,-0.22274081,-0.47845775,0.03297612
1901-02,-0.32477617,-0.5935164,-0.05603593
1901-03,-0.26944223,-0.557657,0.018772557
1901-04,-0.23652801,-0.47395825,0.0009022273
1901-05,-0.22814062,-0.41653833,-0.039742924
1901-06,-0.19648512,-0.40573448,0.0127642425
1901-07,-0.24768405,-0.429831,-0.0655371
1901-08,-0.23853861,-0.4442893,-0.03278793
1901-09,-0.38177076,-0.5654123,-0.1981292
1901-10,-0.32147256,-0.511266,-0.13167912
1901-11,-0.4428974,-0.71900785,-0.16678697
1901-12,-0.46694526,-0.7407619,-0.19312865
1902-01,-0.25776038,-0.5085973,-0.0069234255
1902-02,-0.27427536,-0.5537408,0.0051900926
1902-03,-0.4418315,-0.7308284,-0.15283455
1902-04,-0.4840952,-0.7129519,-0.25523853
1902-05,-0.45544,-0.6327937,-0.27808633
1902-06,-0.44563833,-0.6499594,-0.24131729
1902-07,-0.4391859,-0.61686563,-0.26150614
1902-08,-0.4326886,-0.63179827,-0.23357894
1902-09,-0.42173082,-0.60606104,-0.23740056
1902-10,-0.53066576,-0.7217157,-0.33961585
1902-11,-0.5786614,-0.8574497,-0.29987302
1902-12,-0.55207896,-0.832457,-0.27170095
1903-01,-0.32350752,-0.56688154,-0.08013347
1903-02,-0.23875698,-0.5068175,0.029303545
1903-03,-0.40318796,-0.67984515,-0.1265308
1903-04,-0.54169357,-0.7632213,-0.32016578
1903-05,-0.52392375,-0.7000925,-0.34775507
1903-06,-0.59327585,-0.7907258,-0.39582586
1903-07,-0.528462,-0.70429593,-0.35262808
1903-08,-0.621466,-0.8253538,-0.4175782
1903-09,-0.5747069,-0.7563213,-0.39309254
1903-10,-0.68865186,-0.8779114,-0.49939233
1903-11,-0.6911095,-0.9415661,-0.44065282
1903-12,-0.646907,-0.92185163,-0.37196234
1904-01,-0.71494764,-0.9584184,-0.4714768
1904-02,-0.68763703,-0.9558874,-0.41938666
1904-03,-0.7367609,-1.01082,-0.4627018
1904-04,-0.618687,-0.84533024,-0.39204365
1904-05,-0.59180295,-0.7755266,-0.4080794
1904-06,-0.58490014,-0.78685766,-0.38294265
1904-07,-0.58197266,-0.76479703,-0.39914826
1904-08,-0.5298011,-0.73053056,-0.3290716
1904-09,-0.5167375,-0.7168031,-0.31667203
1904-10,-0.5210981,-0.71292007,-0.32927606
1904-11,-0.43519747,-0.68982106,-0.1805739
1904-12,-0.46005535,-0.7379928,-0.18211788
1905-01,-0.51075,-0.7472685,-0.2742315
1905-02,-0.747093,-1.0096732,-0.48451284
1905-03,-0.51005137,-0.7777161,-0.24238664
1905-04,-0.5841801,-0.8100691,-0.3582911
1905-05,-0.39325106,-0.5798661,-0.20663598
1905-06,-0.35605815,-0.55640465,-0.15571167
1905-07,-0.33840692,-0.51452273,-0.16229114
1905-08,-0.30415386,-0.51022303,-0.098084696
1905-09,-0.34594265,-0.52388835,-0.16799696
1905-10,-0.3876859,-0.56648624,-0.2088855
1905-11,-0.24733765,-0.5137745,0.019099247
1905-12,-0.22821145,-0.50601786,0.04959497
1906-01,-0.12009154,-0.35823533,0.11805224
1906-02,-0.2820544,-0.5437859,-0.020322867
1906-03,-0.32109588,-0.59346324,-0.048728544
1906-04,-0.15150811,-0.37349328,0.07047708
1906-05,-0.37417775,-0.5536986,-0.19465691
1906-06,-0.32479528,-0.52355075,-0.12603982
1906-07,-0.34212193,-0.5143446,-0.1698993
1906-08,-0.35056204,-0.55584186,-0.14528221
1906-09,-0.40571272,-0.5842489,-0.22717656
1906-10,-0.37480226,-0.55401635,-0.19558819
1906-11,-0.4637501,-0.7428498,-0.18465035
1906-12,-0.3121469,-0.57420546,-0.050088353
1907-01,-0.45409074,-0.6722033,-0.2359782
1907-02,-0.52502626,-0.77702856,-0.27302396
1907-03,-0.39776894,-0.66533744,-0.1302004
1907-04,-0.5280705,-0.7408123,-0.31532872
1907-05,-0.6048191,-0.7822792,-0.42735904
1907-06,-0.55837935,-0.747536,-0.36922273
1907-07,-0.42592472,-0.60248804,-0.24936135
1907-08,-0.48713073,-0.6876091,-0.28665242
1907-09,-0.4251925,-0.5953281,-0.25505695
1907-10,-0.39086717,-0.5510028,-0.23073158
1907-11,-0.61614555,-0.86448586,-0.36780524
1907-12,-0.55373764,-0.833821,-0.27365422
1908-01,-0.42251664,-0.6238296,-0.22120368
1908-02,-0.42986408,-0.67240876,-0.18731943
1908-03,-0.6439145,-0.8994213,-0.38840777
1908-04,-0.5663163,-0.7747211,-0.3579116
1908-05,-0.49849346,-0.6744974,-0.32248947
1908-06,-0.5010431,-0.6907998,-0.3112864
1908-07,-0.4841206,-0.65707284,-0.3111684
1908-08,-0.5509831,-0.7555751,-0.34639096
1908-09,-0.48033154,-0.65577644,-0.3048866
1908-10,-0.61364937,-0.77847147,-0.44882727
1908-11,-0.6370867,-0.8850041,-0.38916928
1908-12,-0.5997395,-0.85953414,-0.3399449
1909-01,-0.603339,-0.80860245,-0.39807555
1909-02,-0.56664777,-0.81590945,-0.31738612
1909-03,-0.7061735,-0.96711236,-0.4452346
1909-04,-0.62618303,-0.83886987,-0.41349617
1909-05,-0.6095805,-0.78506243,-0.43409863
1909-06,-0.53032506,-0.7172778,-0.34337226
1909-07,-0.59493864,-0.76599395,-0.42388326
1909-08,-0.33037832,-0.52982414,-0.13093254
1909-09,-0.41914833,-0.59765553,-0.24064109
1909-10,-0.5099217,-0.6729485,-0.346895
1909-11,-0.4392427,-0.6838043,-0.1946811
1909-12,-0.60889125,-0.8663338,-0.35144868
1910-01,-0.37115163,-0.58898443,-0.15331881
1910-02,-0.5358531,-0.7833661,-0.28834012
1910-03,-0.50002253,-0.75099754,-0.24904752
1910-04,-0.46532345,-0.67689365,-0.25375322
1910-05,-0.4937483,-0.66123784,-0.32625878
1910-06,-0.5057626,-0.6935901,-0.31793505
1910-07,-0.48267728,-0.65432364,-0.3110309
1910-08,-0.456379,-0.6645648,-0.24819319
1910-09,-0.45933074,-0.6386419,-0.2800196
1910-10,-0.501927,-0.6654057,-0.33844832
1910-11,-0.6695179,-0.909354,-0.42968178
1910-12,-0.6827474,-0.95005685,-0.41543797
1911-01,-0.56321645,-0.77266735,-0.35376555
1911-02,-0.77346927,-1.0026413,-0.5442972
1911-03,-0.71383524,-0.9538802,-0.47379023
1911-04,-0.7338268,-0.9298002,-0.5378535
1911-05,-0.6224296,-0.79314923,-0.45171
1911-06,-0.57423836,-0.7573162,-0.3911605
1911-07,-0.52940637,-0.7034005,-0.35541227
1911-08,-0.5134219,-0.70700914,-0.3198347
1911-09,-0.51470536,-0.6912558,-0.33815485
1911-10,-0.46527234,-0.6151872,-0.31535745
1911-11,-0.39145246,-0.6307961,-0.15210885
1911-12,-0.30690625,-0.5586228,-0.055189718
1912-01,-0.36118048,-0.57927495,-0.14308603
1912-02,-0.31154057,-0.5563679,-0.06671326
1912-03,-0.39215007,-0.6478472,-0.136453
1912-04,-0.38028336,-0.59083235,-0.16973436
1912-05,-0.3905513,-0.55539864,-0.22570398
1912-06,-0.32873023,-0.51138026,-0.14608018
1912-07,-0.48113692,-0.6475315,-0.31474236
1912-08,-0.571087,-0.76736075,-0.37481332
1912-09,-0.56977785,-0.7304279,-0.40912774
1912-10,-0.6486442,-0.80358326,-0.49370512
1912-11,-0.54183406,-0.79230183,-0.2913663
1912-12,-0.48723862,-0.7639209,-0.21055631
1913-01,-0.47170147,-0.66614413,-0.27725887
1913-02,-0.5114668,-0.7404859,-0.28244773
1913-03,-0.57403386,-0.7980991,-0.3499687
1913-04,-0.44465128,-0.6473237,-0.24197881
1913-05,-0.5258809,-0.6940162,-0.3577456
1913-06,-0.5413592,-0.7230385,-0.3596799
1913-07,-0.45505992,-0.6227328,-0.287387
1913-08,-0.4029912,-0.59457195,-0.21141043
1913-09,-0.42507148,-0.587054,-0.2630889
1913-10,-0.43731278,-0.5866329,-0.2879927
1913-11,-0.2907831,-0.53045857,-0.051107623
1913-12,-0.20763798,-0.47076115,0.055485167
1914-01,-0.10006451,-0.31148523,0.11135621
1914-02,-0.2299528,-0.46231598,0.002410405
1914-03,-0.33108214,-0.5702285,-0.09193578
1914-04,-0.40567923,-0.6017174,-0.20964108
1914-05,-0.32134223,-0.4877607,-0.15492377
1914-06,-0.30878705,-0.4875139,-0.13006021
1914-07,-0.34800017,-0.518852,-0.17714833
1914-08,-0.2588818,-0.4571769,-0.060586736
1914-09,-0.32942232,-0.51542044,-0.14342417
1914-10,-0.12928487,-0.2825816,0.024011845
1914-11,-0.1670525,-0.41101867,0.07691364
1914-12,-0.29047436,-0.55229074,-0.028658014
1915-01,-0.19497406,-0.41990274,0.029954601
1915-02,-0.12565127,-0.37541893,0.124116376
1915-03,-0.19877627,-0.43887073,0.041318182
1915-04,-0.073371656,-0.28612083,0.1393775
1915-05,-0.18317662,-0.36139023,-0.0049630045
1915-06,-0.20609476,-0.39928365,-0.012905872
1915-07,-0.16480845,-0.35125464,0.021637732
1915-08,-0.1182148,-0.3279361,0.09150651
1915-09,-0.15421917,-0.33326188,0.024823543
1915-10,-0.29502782,-0.44104648,-0.1490092
1915-11,-0.16384955,-0.40630466,0.07860556
1915-12,-0.3001245,-0.5540109,-0.04623803
1916-01,-0.2728653,-0.49819383,-0.047536753
1916-02,-0.2056434,-0.45987144,0.048584644
1916-03,-0.42657802,-0.6758731,-0.17728294
1916-04,-0.3707329,-0.5816933,-0.15977253
1916-05,-0.365893,-0.5441933,-0.18759269
1916-06,-0.4939098,-0.6906562,-0.29716346
1916-07,-0.3549876,-0.5518487,-0.15812646
1916-08,-0.3795171,-0.5817952,-0.17723903
1916-09,-0.36567932,-0.5401796,-0.19117907
1916-10,-0.424526,-0.573757,-0.27529505
1916-11,-0.5468227,-0.7729319,-0.3207136
1916-12,-0.6426656,-0.88599074,-0.39934054
1917-01,-0.66425997,-0.8857396,-0.4427804
1917-02,-0.77691394,-1.0477767,-0.5060512
1917-03,-0.86830264,-1.1202464,-0.6163588
1917-04,-0.52725405,-0.74662626,-0.3078818
1917-05,-0.6991893,-0.8856567,-0.5127219
1917-06,-0.4333571,-0.64355195,-0.2231622
1917-07,-0.2165541,-0.42091477,-0.012193423
1917-08,-0.27896896,-0.51227885,-0.045659076
1917-09,-0.15997621,-0.3488628,0.028910363
1917-10,-0.44190672,-0.6077486,-0.2760648
1917-11,-0.4288305,-0.6451552,-0.21250585
1917-12,-0.67944837,-0.93230134,-0.4265954
1918-01,-0.5485296,-0.76349086,-0.33356833
1918-02,-0.5561035,-0.8017397,-0.31046736
1918-03,-0.49849883,-0.7420465,-0.25495115
1918-04,-0.5276948,-0.7516071,-0.30378252
1918-05,-0.50309575,-0.70657635,-0.29961511
1918-06,-0.41621712,-0.62898576,-0.20344849
1918-07,-0.3925514,-0.59457785,-0.19052494
1918-08,-0.44040763,-0.6656468,-0.21516846
1918-09,-0.30043215,-0.49273214,-0.10813215
1918-10,-0.1438825,-0.3218682,0.034103196
1918-11,-0.09994736,-0.33411634,0.13422163
1918-12,-0.2458041,-0.5108151,0.019206874
1919-01,-0.13355385,-0.37828514,0.11117745
1919-02,-0.13445684,-0.39990383,0.13099013
1919-03,-0.37160465,-0.6222963,-0.12091301
1919-04,-0.14920184,-0.38572714,0.087323464
1919-05,-0.28759137,-0.47942433,-0.09575837
1919-06,-0.29849997,-0.505483,-0.09151698
1919-07,-0.379737,-0.5742525,-0.1852215
1919-08,-0.37559274,-0.6025254,-0.1486601
1919-09,-0.3017913,-0.4820535,-0.12152913
1919-10,-0.39724192,-0.5565767,-0.23790713
1919-11,-0.5857643,-0.82904446,-0.34248406
1919-12,-0.49726066,-0.7553888,-0.23913254
1920-01,-0.26515895,-0.48968947,-0.040628433
1920-02,-0.4031886,-0.65097916,-0.15539803
1920-03,-0.13679351,-0.37273636,0.09914934
1920-04,-0.3082826,-0.52501094,-0.09155427
1920-05,-0.25345275,-0.44420484,-0.06270063
1920-06,-0.20355587,-0.4089851,0.0018733977
1920-07,-0.30764797,-0.5076605,-0.10763545
1920-08,-0.25086668,-0.46980482,-0.031928536
1920-09,-0.13541213,-0.3098207,0.038996443
1920-10,-0.2011658,-0.3531874,-0.049144156
1920-11,-0.32505745,-0.5781939,-0.071920976
1920-12,-0.37700868,-0.6231055,-0.13091177
1921-01,-0.19696064,-0.40582052,0.011899228
1921-02,-0.20750915,-0.451372,0.036353685
1921-03,-0.2815151,-0.5139672,-0.04906298
1921-04,-0.25407377,-0.46833643,-0.039811105
1921-05,-0.2580732,-0.44243202,-0.07371439
1921-06,-0.1492889,-0.3497027,0.051124897
1921-07,-0.17106736,-0.3590918,0.016957086
1921-08,-0.27896133,-0.48798642,-0.06993624
1921-09,-0.16347092,-0.33672336,0.0097815
1921-10,-0.1543813,-0.3122644,0.0035018115
1921-11,-0.30972546,-0.5458424,-0.07360849
1921-12,-0.18177497,-0.4344829,0.07093297
1922-01,-0.4107384,-0.62451756,-0.19695929
1922-02,-0.29507175,-0.5172795,-0.07286397
1922-03,-0.27088368,-0.49578965,-0.045977727
1922-04,-0.23503713,-0.44300276,-0.027071506
1922-05,-0.4115404,-0.59793735,-0.22514343
1922-06,-0.3321316,-0.5206097,-0.1436535
1922-07,-0.26822594,-0.44983625,-0.08661566
1922-08,-0.35275492,-0.5523872,-0.15312271
1922-09,-0.29764223,-0.46623382,-0.12905063
1922-10,-0.35014278,-0.5016704,-0.19861515
1922-11,-0.29991564,-0.5321481,-0.06768317
1922-12,-0.31565887,-0.56808555,-0.06323219
1923-01,-0.24145052,-0.442687,-0.040214043
1923-02,-0.4373709,-0.6630496,-0.21169217
1923-03,-0.43181688,-0.65752584,-0.20610787
1923-04,-0.37222177,-0.57764924,-0.16679434
1923-05,-0.33667606,-0.5144245,-0.15892757
1923-06,-0.26355964,-0.4556329,-0.07148637
1923-07,-0.37522903,-0.54823786,-0.20222019
1923-08,-0.37980002,-0.5768503,-0.1827498
1923-09,-0.33121535,-0.5018392,-0.16059148
1923-10,-0.2532916,-0.3944668,-0.11211639
1923-11,-0.036574367,-0.2620488,0.18890007
1923-12,-0.030158054,-0.26421317,0.20389706
1924-01,-0.3430404,-0.5470278,-0.139053
1924-02,-0.24538454,-0.46112987,-0.02963922
1924-03,-0.30189836,-0.523089,-0.08070772
1924-04,-0.30498978,-0.50860274,-0.101376854
1924-05,-0.2504634,-0.42447624,-0.076450564
1924-06,-0.24224906,-0.4390832,-0.045414947
1924-07,-0.2836396,-0.45541918,-0.111860014
1924-08,-0.30162594,-0.50492686,-0.09832503
1924-09,-0.30118707,-0.47746047,-0.12491366
1924-10,-0.31995884,-0.46499935,-0.17491831
1924-11,-0.37179145,-0.59403485,-0.14954805
1924-12,-0.5479684,-0.78825766,-0.3076791
1925-01,-0.4336694,-0.6515999,-0.21573891
1925-02,-0.30277556,-0.52402794,-0.08152318
1925-03,-0.24437578,-0.46962675,-0.019124804
1925-04,-0.30301955,-0.5019128,-0.1041263
1925-05,-0.2192907,-0.39517164,-0.043409787
1925-06,-0.27857977,-0.4703551,-0.08680446
1925-07,-0.25050145,-0.4195311,-0.081471816
1925-08,-0.14114356,-0.3436652,0.0613781
1925-09,-0.21095385,-0.38409865,-0.037809044
1925-10,-0.32397717,-0.47342768,-0.17452663
1925-11,-0.086972624,-0.3009862,0.12704095
1925-12,-0.03851669,-0.28630242,0.20926905
1926-01,0.0816053,-0.12663335,0.28984395
1926-02,-0.03135266,-0.2527124,0.19000708
1926-03,-0.052796446,-0.27756912,0.17197622
1926-04,-0.18885276,-0.39342684,0.015721323
1926-05,-0.22760287,-0.4036635,-0.05154224
1926-06,-0.10995599,-0.30681276,0.08690078
1926-07,-0.25957194,-0.43591404,-0.08322983
1926-08,-0.11048553,-0.3151048,0.09413376
1926-09,-0.13122202,-0.3011465,0.038702454
1926-10,-0.08782074,-0.23998204,0.06434056
1926-11,-0.12433763,-0.34428295,0.09560771
1926-12,-0.25771725,-0.49939135,-0.016043128
1927-01,-0.27100492,-0.4801414,-0.061868418
1927-02,-0.1536878,-0.3701334,0.062757805
1927-03,-0.35648793,-0.57629037,-0.1366855
1927-04,-0.27081022,-0.46134636,-0.08027408
1927-05,-0.28411734,-0.4585951,-0.109639615
1927-06,-0.27355048,-0.4657398,-0.081361204
1927-07,-0.1790214,-0.34785706,-0.010185728
1927-08,-0.16499087,-0.36329687,0.03331512
1927-09,-0.14677747,-0.31790704,0.024352096
1927-10,-0.059401758,-0.21026327,0.09145975
1927-11,-0.18340835,-0.40652266,0.039705954
1927-12,-0.42927346,-0.6574224,-0.20112447
1928-01,-0.074365586,-0.26826042,0.11952923
1928-02,-0.1545479,-0.369783,0.0606872
1928-03,-0.3726547,-0.5966791,-0.14863028
1928-04,-0.26698354,-0.45939875,-0.07456832
1928-05,-0.29585508,-0.4687915,-0.122918636
1928-06,-0.36456588,-0.5571015,-0.17203026
1928-07,-0.19599354,-0.366484,-0.025503099
1928-08,-0.20595308,-0.40278482,-0.009121323
1928-09,-0.23851112,-0.40996766,-0.067054555
1928-10,-0.1724674,-0.3228535,-0.022081269
1928-11,-0.18494453,-0.40594447,0.03605544
1928-12,-0.2761755,-0.5034335,-0.04891743
1929-01,-0.5167895,-0.7155091,-0.31806985
1929-02,-0.68452543,-0.8930921,-0.4759588
1929-03,-0.44753328,-0.6710373,-0.22402926
1929-04,-0.42063078,-0.61079067,-0.23047088
1929-05,-0.40666774,-0.5753215,-0.238014
1929-06,-0.35697198,-0.5418437,-0.17210023
1929-07,-0.4007137,-0.5706004,-0.23082705
1929-08,-0.22417709,-0.42034602,-0.028008185
1929-09,-0.28858823,-0.4573806,-0.119795844
1929-10,-0.20313473,-0.35645264,-0.04981684
1929-11,-0.089399464,-0.30860662,0.1298077
1929-12,-0.4889621,-0.71822804,-0.2596962
1930-01,-0.36772057,-0.5641982,-0.17124295
1930-02,-0.31089267,-0.5170144,-0.10477091
1930-03,-0.19115022,-0.40284777,0.020547323
1930-04,-0.19414438,-0.37624884,-0.01203992
1930-05,-0.2190222,-0.37688884,-0.061155546
1930-06,-0.20164992,-0.38277686,-0.020522982
1930-07,-0.15284479,-0.32136697,0.015677396
1930-08,-0.07965475,-0.2704532,0.1111437
1930-09,-0.122635,-0.28324,0.037969984
1930-10,-0.08359246,-0.22446159,0.057276666
1930-11,0.05242194,-0.15686461,0.2617085
1930-12,-0.11084405,-0.33452922,0.11284111
1931-01,-0.032709133,-0.22040406,0.15498579
1931-02,-0.20076405,-0.3962299,-0.005298201
1931-03,-0.13020515,-0.33753523,0.07712493
1931-04,-0.18846847,-0.37190214,-0.00503483
1931-05,-0.15928547,-0.3181309,-0.0004400127
1931-06,-0.03134299,-0.21722919,0.1545432
1931-07,-0.026916059,-0.19311272,0.1392806
1931-08,-0.054667074,-0.25123426,0.14190012
1931-09,-0.059794202,-0.21059144,0.09100302
1931-10,-0.06432144,-0.19517553,0.06653264
1931-11,-0.16506939,-0.36904854,0.038909767
1931-12,-0.13819931,-0.3644363,0.08803765
1932-01,0.1190471,-0.06398862,0.3020828
1932-02,-0.2340667,-0.43436778,-0.03376562
1932-03,-0.26985464,-0.47621965,-0.06348962
1932-04,-0.0951939,-0.2787822,0.08839438
1932-05,-0.18418132,-0.3398109,-0.028551744
1932-06,-0.21884331,-0.39196384,-0.045722786
1932-07,-0.14098789,-0.30148533,0.01950956
1932-08,-0.21935627,-0.42151365,-0.017198874
1932-09,-0.04196527,-0.1990491,0.11511856
1932-10,-0.18152192,-0.3143088,-0.04873506
1932-11,-0.27382028,-0.4697343,-0.07790627
1932-12,-0.21033913,-0.45026284,0.029584575
1933-01,-0.3130786,-0.5121446,-0.11401257
1933-02,-0.35365278,-0.56072253,-0.14658304
1933-03,-0.37855384,-0.57500875,-0.18209891
1933-04,-0.24492462,-0.42099744,-0.06885179
1933-05,-0.26258746,-0.42428213,-0.10089278
1933-06,-0.27517462,-0.4594833,-0.09086596
1933-07,-0.22042291,-0.38884798,-0.051997855
1933-08,-0.1861555,-0.38234654,0.010035538
1933-09,-0.27593058,-0.43170226,-0.120158926
1933-10,-0.22552668,-0.35373724,-0.09731613
1933-11,-0.33779052,-0.5350275,-0.14055358
1933-12,-0.5601446,-0.77265763,-0.34763154
1934-01,-0.2225779,-0.4027546,-0.042401187
1934-02,-0.18329507,-0.3759335,0.0093433475
1934-03,-0.3967831,-0.5957621,-0.19780415
1934-04,-0.2842228,-0.46185067,-0.10659499
1934-05,-0.11003667,-0.2680418,0.047968455
